,key2,key1,input_id,partition,original_id_x,peditor_x,pyear_x,paddress_x,ppublisher_x,pseries_x,pid_x,partition_x,book_title_full_x,book_title_x,journal_full_x,journal_x,source_type_x,pauthor_x,ptitle_x,original_id_y,peditor_y,pyear_y,paddress_y,ppublisher_y,pseries_y,pid_y,partition_y,book_title_full_y,book_title_y,journal_full_y,journal_y,source_type_y,pauthor_y,ptitle_y
534,journals/eor/RodriguesY10,journals/eor/YamashitaAL06,1005,10,9691,,2006.0,,,,2326994,4,Messung,,Journal of Communications,European Journal of Operational Research,árticlé,Denise Sato Yamashita|Vinícius Amaral Armentano|Manuel Laguna,Scatter search for project scheduling with resource availability cost.,9691,,2010.0,,,,2330781,1,Messung,,Journal of Communications,European Journal of Operational Research,árticlé,Sávio B. Rodrigues|Denise Sato Yamashita,An exact algorithm for minimizing resource availability costs in project scheduling.
535,journals/login/BaumgartnerH08,journals/ki/BaumgartnerFY05,45,10,432,,2005.0,,,,2140649,1,,nán,,KI,incớlléctiớn,Peter Baumgartner|Ulrich Furbach|Adnan H. Yahya,"Automated Reasoning, Knowledge Representation and Management.",432,,2008.0,,,,2144538,3,,nán,,LOG IN,incớlléctiớn,Peter Baumgartner 0002|Klaus Himpsl,Auf dem Wege zu einer neuen Lernkultur - Was die Schule vom Web 2.0 lernen kann....
536,conf/naacl/MagermanM91,conf/clef/LignosCMY09,142,10,1354,,2009.0,,,,117865,4,Intérnátiớnál Cớnféréncé ớn Intérnét ánd Wéb Ápplicátiớns ánd Sérvicés,CLEF (1),,,inprớcéédings,Constantine Lignos|Erwin Chan|Mitchell P. Marcus|Charles Yang,A Rule-Based Acquisition Model Adapted for Morphological Analysis.,1354,,1991.0,,,,600431,2,,HLT,,,inprớcéédings,David M. Magerman|Mitchell P. Marcus,Parsing the Voyager Domain Using Pearl.
537,journals/tcom/Amrani07,conf/mrcs/AmraniAZ06,589,10,5990,,2006.0,,,,596265,3,,MRCS,,,inproceedings,O. Amrani|Amir Averbuch|Valery A. Zheludev,Symmetric Interplatory Framelets and Their Erasure Recovery Properties.,5990,,2007.0,,,,2236552,3,Messung,,Asia-Pacific Journal of Operational Research,IEEE Transactions on Communications,article,O. Amrani,Nonlinear Codes: The Product Construction.
538,journals/pr/Bayro-CorrochanoV03,conf/ijcnn/Bayro-CorrochanoVA08,700,10,6903,,2008.0,,,,464154,3,Real-Time Computing Systems and Applications,IJCNN,,,árticlé,Eduardo Bayro-Corrochano|J. Refugio Vallejo-Gutiérrez|Nancy Arana-Daniel,Recurrent Clifford Support Machines.,6903,,2003.0,,,,2180038,3,Messung,,,Pattern Recognition,árticlé,Eduardo Bayro-Corrochano|Refugio Vallejo,Geometric preprocessing and neurocomputing for pattern recognition and pose estimation.
539,journals/tkde/ImielinskiVB97,conf/mobicom/NiculescuN03,759,10,4873,,2003.0,,,,593395,1,,ICDÉ,,,inproceedings,Dragos Niculescu|Badri Nath,Trajectory based forwarding and its applications.,7363,,1997.0,,,,2265324,3,Messung,,Journal of Software,IEEE Trans. Knowl. Data Eng.,árticlé,Tomasz Imielinski|S. Viswanathan|B. R. Badrinath,Data on Air: Organization and Access.
540,journals/tcad/BinderHS04,conf/podc/HaTWW05,899,10,8661,,2005.0,,,,637420,2,Uncertainty in Artificial Intelligence,PODC,,,phdthesis,Phuong Hoai Ha|Philippas Tsigas|Mirjam Wattenhofer|Roger Wattenhofer,Efficient multi-word locking using randomization.,8661,,2004.0,,,,2231737,1,Messung,,,IEEE Trans. on CAD of Integrated Circuits and Systems,inprớcéédings,Thomas Binder|Clemens Heitzinger|Siegfried Selberherr,A study on global and local optimization techniques for TCAD analysis tasks.
541,conf/compsystech/HassaniB07a,conf/nas/HassaniBT07,1028,10,9965,,2007.0,,,,889037,4,Audio- and Video-Based Biometric Person Authentication,IEEE NAS,,,inproceedings,Mohammad Mehdi Hassani|Reza Berangi|Hamid Tavakolaie,An analytical model for evaluating utilization of TCP TAHOE using markovian model.,9965,,2007.0,,,,849614,4,,CompSysTech,,,inproceedings,Mohammad Mehdi Hassani|Reza Berangi,An analytical model for evaluating utilization of TCP Reno.
542,journals/ijcm/DarvishiKHR10,journals/mj/JooRKY07,103,10,986,,2007.0,,,,2319533,3,Messung,,,Microelectronics Journal,árticlé,Han Sung Joo|Sang-Wan Ryu|Jeha Kim|Ilgu Yun,Degradation analysis in asymmetric sampled grating distributed feedback laser diodes.,986,,2010.0,,,,2024926,1,Messung,,,Int. J. Comput. Math.,árticlé,M. T. Darvishi|F. Khani|S. Hamedi-Nezhad|Sang-Wan Ryu,New modification of the HPM for numerical solutions of the sine-Gordon and coupled sine-Gordon equations.
543,conf/icebe/ChenHLWY07,conf/vtc/WangYZZ10,341,10,3560,,2010.0,,,,809924,2,Brazilian Symposium on GeoInformatics ,VTC Spring,,,inproceedings,Jing Wang|Dacheng Yang|Ruiming Zheng|Xin Zhang,Interference Analysis and Coexistence Studies between E-UTRA and UTRA Systems.,302,,2007.0,,,,356456,1,Messung,,,,inprớcéédings,Wanghu Chen|Yanbo Han|Chen Liu|Jing Wang 0002|Shuying Yan,ASM-TL: an Abstract Service Model Enabling Adaptive Matchmaking.
544,conf/content/Stephenson01,journals/jgtools/Stephenson07,796,10,7696,,2007.0,,,,2407154,1,Messung,,,J. Graphics Tools,árticlé,Ian Stephenson,Improving Motion Blur: Shutter Efficiency and Temporal Sampling.,3723,,2001.0,,,,135602,2,,Digital Content Creation,,,inprớcéédings,Ian Stephenson,"Buffy, an SL Development Environment."
545,conf/drr/NatarajanMD05,conf/icassp/StallardKKLNPSS08,931,10,8952,,2008.0,,,,898765,3,Intérnátiớnál Cớnféréncé ớn Imágé Ánálysis ánd Récớgnitiớn,ICASSP,,,phdthesis,David Stallard|Chia-Lin Kao|Kriste Krstovski|Daben Liu|Premkumar Natarajan|Rohit Prasad|Shirin Saleem|Krishna Subramanian,Recent improvements and performance analysis of ASR and MT in a speech-to-speech translation system.,8952,,2005.0,,,,838092,4,,DRR,,,phdthesis,Premkumar S. Natarajan|Ehry MacRostie|Michael Decerbo,The BBN Byblos Hindi OCR system.
546,journals/jcst/GuoZF09,conf/icadl/XingGZ05,92,10,825,,2005.0,,,,310744,1,Messung,,,,inproceedings,Chunxiao Xing|Fengrong Gao|Lizhu Zhou,DRMS: Massive Digital Resource Management System Based on OSS.,825,,2009.0,,,,2103621,2,Messung,,,J. Comput. Sci. Technol.,article,Hang Guo|Li-Zhu Zhou|Ling Feng,Self-Switching Classification Framework for Titled Documents.
547,journals/csi/FlamminiFSMT03,conf/etfa/FerrariFMRTCM06,345,10,3603,,2006.0,,,,816523,3,,nán,,,inproceedings,Paolo Ferrari|Alessandra Flammini|Daniele Marioli|S. Rosa|Andrea Taroni|C. Cattaneo|Cathryn Manduca,GDNET: a Specific Approach to Distributed Input/Output Synchronization for Plastic Machinery.,3603,,2003.0,,,,2387203,1,,nán,,Computer Standards & Interfaces,article,Alessandra Flammini|Paolo Ferrari|Emiliano Sisinni|Daniele Marioli|Andrea Taroni,Sensor integration in industrial environment: from fieldbus to web sensors.
548,journals/ijmms/McCallW86,journals/tsp/BracaGMMW10,638,10,6344,,2010.0,,,,2351572,4,,nán,Journal of Advanced Computational Intelligence and Intelligent Informatics (JACIII),IEEE Transactions on Signal Processing,article,Paolo Braca|Marco Guerriero|Stefano Maranò|Vincenzo Matta|Peter Willett,Selective measurement transmission in distributed estimation with data association.,6344,,1986.0,,,,2032274,3,,nán,,International Journal of Man-Machine Studies,article,Fiona M. McCall|Peter Willett 0002,Criteria for the Selection of Search Strategies in Best-Match Document-Retrieval Systems.
549,conf/iscas/GunelS05,journals/ijbc/SavaciG06,756,10,7331,,2006.0,,,,2382975,4,Messung,,,,inprớcéédings,F. Acar Savaci|Serkan Günel,Harmonic Balance Analysis of the Generalized Chua's Circuit.,7331,,2005.0,,,,495858,3,Intégrátiớn ớf ÁI ánd ỚR Téchniqúés in Cớnstráint Prớgrámming,ISCAS (5),,,inprớcéédings,Serkan Günel|F. Acar Savaci,Approximate stationary density of the nonlinear dynamical systems excited with white noise.
550,conf/www/JansenBS07,conf/mi/AkibaS93,184,10,1807,,1993.0,,,,581143,4,Journal of Grid Computing,Machine Intelligence 14,,,inproceedings,Sumitaka Akiba|Taisuke Sato,Learning Logic Programs and Regularities from Examples by Inductive Inference.,1807,,2007.0,,,,789180,3,International Conference on Conceptual Structures,WWW,,,inproceedings,Bernard J. Jansen|Danielle L. Booth|Amanda Spink,Determining the user intent of web search engine queries.
551,conf/apsec/WuYL08,conf/iscsct/MaXW08,468,10,4793,,2008.0,,,,896379,3,,ISCSCT (2),,,phdthesis,Junhai Ma|Peiling Xiao|Zhiqiang Wang,The Classification Diagram of Character Identification in Several Different and Similar Structures of Time Series.,4793,,2008.0,,,,55764,3,,APSEC,,,phdthesis,Ji Wu|Liu Yang|Xu Luo,Jata: A Language for Distributed Component Testing.
552,journals/prl/MorenoM08,conf/robocup/LedezmaASB04,635,10,6323,,2004.0,,,,656298,2,,RobuCup,,,inproceedings,Agapito Ledezma|Ricardo Aler|Araceli Sanchís|Daniel Borrajo,Predicting Opponent Actions by Observation.,2475,,2008.0,,,,2189194,4,,nán,Revista Iberoamericana de Tecnologías del Aprendizaje,Pattern Recognition Letters,article,Raúl Arrabales Moreno|Araceli Sanchis de Miguel,Applying machine consciousness models in autonomous situated agents.
553,conf/ilp/ParsonKM99,conf/ilp/KhanMP98,784,10,7601,,1998.0,,,,465724,1,,ILP,,,inprớcéédings,Khalid Khan|Stephen Muggleton|Rupert Parson,Repeat Learning Using Predicate Invention.,9483,,1999.0,,,,465838,3,,ILP,,,inproceedings,Rupert Parson|Khalid Khan|Stephen Muggleton,Theory Recovery.
554,conf/wea/Bar-NoyFJL08,conf/iccS/ZhouWWF06,942,10,9043,,2006.0,,,,329700,3,Neural Computing and Applications,Intérnátiớnál Cớnféréncé ớn Cớmpútátiớnál Sciéncé (4),,,inprớcéédings,Zhongmei Zhou|Zhaohui Wu|Chunshan Wang|Yi Feng,Mining Both Associated and Correlated Patterns.,3702,,2008.0,,,,765871,4,Messung,,,,phdthesis,Amotz Bar-Noy|Yi Feng 0002|Matthew P. Johnson|Ou Liu,When to Reap and When to Sow - Lowering Peak Usage with Realistic Batteries.
555,journals/ese/MaldonadoCSFDMMB06,conf/jiisic/CarneiroON07,183,10,1789,,2007.0,,,,551482,1,Canadian Conference on Computational Geometry,JIISIC,,,inproceedings,Glauco de Figueiredo Carneiro|Angelo C. Araujo Orrico|Manoel Gomes de Mendonça Neto,Empirically Evaluating the Usefulness of Software Visualization Techniques in Program Comprehension Activities.,1789,,2006.0,,,,1978272,1,Canadian Conference on Computational Geometry,JIISIC,,Empirical Software Engineering,article,José Carlos Maldonado|Jeffrey Carver|Forrest Shull|Sandra Camargo Pinto Ferraz Fabbri|Emerson Dória|Luciana Martimiano|Manoel G. Mendonça|Victor R. Basili,Perspective-Based Reading: A Replicated Experiment Focused on Individual Reviewer Effectiveness.
556,conf/mobilware/HesselmanBPLWWBB08,conf/csie/LiuZFZH09,197,10,1933,,2009.0,,,,894871,4,Messung,,,,inproceedings,Fei Liu|Fan Zhang|Hui Fang|Weijun Zhou|Yong He,Determination of Total Amino Acids in Oilseed Rape Leaves Using Near Infrared Spectroscopy and Chemometrics.,1357,,2008.0,,,,842187,3,International Symposium on Memory Management,ÁPWéb,,,inproceedings,Cristian Hesselman|Hartmut Benz|Pravin Pawar|Fei Liu 0002|Maarten Wegdam|Martin Wibbels|Tom Broens|Jacco Brok,Bridging context management systems for different types of pervasive computing environments.
557,conf/ki/WeigelZRN04,journals/tcsv/ZhangW02,749,10,7291,,2002.0,,,,2247503,2,Messung,,,,inprớcéédings,Dapeng Zhang|Zhou Wang,Image information restoration based on long-range correlation.,7291,,2004.0,,,,561033,3,International Symposium on Physical Design,KI,,,inprớcéédings,Thilo Weigel|Dapeng Zhang 0002|Klaus Rechert|Bernhard Nebel,Adaptive Vision for Playing Table Soccer.
558,conf/avi/ValtolinaMFB06,conf/IEEEscc/ChangMMC08,766,10,7406,,2008.0,,,,12680,3,,IÉÉÉ SCC (2),,,inprớcéédings,Yuan-Chi Chang|Pietro Mazzoleni|George A. Mihaila|David Cohn,Solving the Service Composition Puzzle.,7406,,2006.0,,,,71556,3,,IÉÉÉ SCC (2),,,inprớcéédings,Stefano Valtolina|Pietro Mazzoleni|Stefano Franzoni|Elisa Bertino,A semantic approach to build personalized interfaces in the cultural heritage domain.
559,conf/stacs/Lurwer-BruggemeierH93,journals/corr/abs-0709-0624,774,10,7471,,2007.0,,,,1912518,1,Messung,,International Journal of Wireless Information Networks,CoRR,inprớcéédings,Katharina Lürwer-Brüggemeier|Martin Ziegler,On Faster Integer Calculations using Non-Arithmetic Primitives,7471,,1993.0,,,,728079,4,International Conference on Evolvable Systems,STACS,,,phdthesis,Katharina Lürwer-Brüggemeier|Friedhelm Meyer auf der Heide,Capabilities and Complexity of Computations with Integer Division.
560,conf/ki/HornungZ08,journals/tcsv/ZhangW02,871,10,7291,,2002.0,,,,2247503,2,Messung,,,,inprớcéédings,Dapeng Zhang|Zhou Wang,Image information restoration based on long-range correlation.,8451,,2008.0,,,,561307,4,Messung,,,,inproceedings,Armin Hornung|Dapeng Zhang 0002,On-Line Detection of Rule Violations in Table Soccer.
561,journals/ar/ShibuyaK09,journals/arobots/Hashimoto02,158,10,1513,,2002.0,,,,1833472,2,Messung,,,Auton. Robots,article,Shuji Hashimoto|Seinosuke Narita|Hironori Kasahara|Katsuhiko Shirai|Atsuo Kobayashi|Atsuo Takanishi|Shigeki Sugano|Jin'ichi Yamaguchi|Hideyuki Sawada|Hideaki Takanobu|Koji Shibuya|Toshio Morita|T. Kurata|N. Onoe|K. Ouchi|T. Noguchi|Yosihiro Niwa|Seikon Nagayama|Hirokazu Tabayashi|I. Matsui|Motoki Obata|H. Matsuzaki|A. Murasugi|Tetsunori Kobayashi|S. Haruyama|Tetsuhiko Okada|Y. Hidaki|Yuichi Taguchi|Keiichiro Hoashi|E. Morikawa|Y. Iwano|D. Araki|J. Suzuki|M. Yokoyama|I. Dawa|Daisuke Nishino|Sadatoshi Inoue|T. Hirano|Eiji Soga|S. Gen|T. Yanada|K. Kato|S. Sakamoto|Y. Ishii|Shigeru Matsuo|Yousuke Yamamoto|Kensuke Sato|T. Hagiwara|T. Ueda|N. Honda|Kazuo Hashimoto|T. Hanamoto|S. Kayaba|T. Kojima|Hiroyasu Iwata|H. Kubodera|R. Matsuki|T. Nakajima|K. Nitto|D. Yamamoto|Y. Kamizaki|S. Nagaike|Y. Kunitake|Satoshi Morita,Humanoid Robots in Waseda University-Hadaly-2 and WABIAN.,1513,,2009.0,,,,1832739,4,Messung,,,Advanced Robotics,article,Koji Shibuya|Kota Kawai,Development of a New Buoyancy Control Device for Underwater Vehicles Inspired by the Sperm Whale Hypothesis.
562,journals/tcad/ZhengMM03,conf/policy/WalkerMS08,461,10,4731,,2008.0,,,,639421,2,Messung,,,,phdthesis,Daniel D. Walker|Eric G. Mercer|Kent E. Seamons,Or Best Offer: A Privacy Policy Negotiation Protocol.,4731,,2003.0,,,,2234702,2,Messung,,,,inprớcéédings,Hao Zheng|Eric Mercer|Chris J. Myers,Modular verification of timed circuits using automatic abstraction.
563,journals/tcom/PerrinsR05a,conf/icdm/NakaharaM06,631,10,6296,,2006.0,,,,354648,4,,nán,,,inproceedings,Takanobu Nakahara|Hiroyuki Morita,Pattern Mining in POS Data using a Historical Tree.,6296,,2005.0,,,,2236205,3,,nán,Asia-Pacific Journal of Operational Research,IEEE Transactions on Communications,article,Erik Perrins|Michael Rice,PAM decomposition of M-ary multi-h CPM.
564,journals/ijaose/NguyenPT10,conf/miccai/BenninkASWSR07,902,10,8682,,2007.0,,,,584276,4,Rules and Rule Markup Languages for the Semantic Web ,MICCAI (2),,,inproceedings,H. E. Bennink|Hans C. van Assen|Geert J. Streekstra|René ter Wee|Jos A. E. Spaan|Bart M. ter Haar Romeny,A Novel 3D Multi-scale Lineness Filter for Vessel Detection.,8682,,2010.0,,,,2343515,2,Messung,,,IJAOSE,inproceedings,Cu D. Nguyen|Anna Perini|Paolo Tonella,Goal-oriented testing for MASs.
565,journals/questa/WangCL01,conf/icc/WangCA08,3,10,42,,2008.0,,,,324588,2,International Parallel and Distributed Processing Symposium,ICC,,,inprớcéédings,Jinting Wang|Jun Cai|Attahiru Sule Alfa,New Channel Model for Wireless Communications: Finite-State Phase-Type Semi-Markov Channel Model.,42,,2001.0,,,,2191045,4,Messung,,,Queueing Syst.,inprớcéédings,Jinting Wang|Jinhua Cao|Quanlin Li,Reliability Analysis of the Retrial Queue with Server Breakdowns and Repairs.
566,journals/scl/DabbenePT07,journals/mp/NesterovP06,573,10,5780,,2006.0,,,,2151685,1,Messung,,,Math. Program.,árticlé,Yurii Nesterov|Boris T. Polyak,Cubic regularization of Newton method and its global performance.,5780,,2007.0,,,,2408493,4,Messung,,,Systems & Control Letters,árticlé,Fabrizio Dabbene|Boris T. Polyak|Roberto Tempo,On the complete instability of interval polynomials.
567,conf/tapsoft/PenaA89,journals/infsof/DiazICA08,81,10,759,,2008.0,,,,2047953,4,Control and Intelligent Systems,"TÁPSỚFT, Vớl.2",,Information & Software Technology,inprớcéédings,Oscar Díaz|Arantza Irastorza|Jesús Sánchez Cuadrado|Luis M. Alonso,From page-centric to portlet-centric Web development: Easing the transition using MDD.,759,,1989.0,,,,734903,3,Control and Intelligent Systems,"TÁPSỚFT, Vớl.2",,,inprớcéédings,Ricardo Pena|Luis M. Alonso,Specification and Verification of TCSP Systems by Means of Partial Abstract Data Types.
568,journals/vlsisp/WijesomaKT02,conf/icarcv/WangYDXWWA08,553,10,5554,,2008.0,,,,871897,4,Quantitative Evaluation of Systems,ICARCV,,,inproceedings,Han Wang|Y. Ying|V. P. Dinh|B. Y. Xie|Danwei Wang|Wijerupage Sardha Wijesoma|Martin David Adams,Teaching a robot to operate a lift.,5554,,2002.0,,,,2336155,2,Messung,,,VLSI Signal Processing,article,W. Sardha Wijesoma|K. R. S. Kodagoda|Eam Khwang Teoh,Stable Fuzzy State Space Controller for Lateral Control of an AGV.
569,journals/bise/HolschkeROB10,journals/bise/OffermannBLB10,566,10,5702,,2010.0,,,,2386704,3,Messung,,,Business & Information Systems Engineering,article,Philipp Offermann|Sören Blom|Olga Levina|Udo Bub,Proposal for Components of Method Design Theories - Increasing the Utility of Method Design Artefacts.,5702,,2010.0,,,,2386678,4,Messung,,,Business & Information Systems Engineering,article,Oliver Holschke|Jannis Rake|Philipp Offermann|Udo Bub,Improving Software Flexibility for Business Process Changes.
570,conf/dcc/AhnH02,conf/vcip/AhnKKH02,861,10,8404,,2002.0,,,,746907,1,International Symposium on Parallel and Distributed Processing and Applications,VCIP,,,inprớcéédings,Jeong-Hwan Ahn|Chang-Su Kim|C. C. Jay Kuo|Yo-Sung Ho,Motion-compensated coding of 3D animation models.,8404,,2002.0,,,,171915,3,,DCC,,,inprớcéédings,Jeong-Hwan Ahn|Yo-Sung Ho,Geometry Compression of 3-D Mesh Models Using a Joint Prediction.
571,conf/pimrc/GreenT04,conf/delta/GreenT02,1029,10,9973,,2002.0,,,,175048,2,Messung,,,,inprớcéédings,Peter J. Green|Desmond P. Taylor,Smart Antenna Software Radio Test System.,9973,,2004.0,,,,879514,4,Messung,,,,inprớcéédings,Peter J. Green|Desmond P. Taylor,Experimental verification of space-time algorithms using the smart antenna software radio test system (SASRATS) platform.
572,journals/mr/YamadaTYNASOI07,conf/iscas/IshidaKTKS05,42,10,424,,2005.0,,,,505241,2,E-Business,ISCAS (4),,,incớlléctiớn,K. Ishida|K. Kanda|A. Tamtrakarn|H. Kawaguchi|T. Sakurai,Subthreshold-leakage suppressed switched capacitor circuit based on super cut-off CMOS (SCCMOS).,424,,2007.0,,,,2317616,3,Messung,,Journal of Digital Content Technology and its Applications,Microelectronics Reliability,incớlléctiớn,Y. Yamada|Y. Takaku|Y. Yagi|I. Nakagawa|T. Atsumi|M. Shirai|I. Ohnuma|K. Ishida,Reliability of wire-bonding and solder joint for high temperature operation of power semiconductor device.
573,conf/euc/JarnikovLS05,conf/ecrts/Weffers-AlbuLSS06,293,10,3012,,2006.0,,,,204622,3,SAFECOMP,ÉÚC,,,inprớcéédings,M. A. Weffers-Albu|Johan J. Lukkien|Elisabet F. M. Steffens|P. D. V. van der Stok,"On a Theory of Media Processing Systems Behavior, with Applications.",3012,,2005.0,,,,223420,1,SAFECOMP,ÉÚC,,,inprớcéédings,Dmitri Jarnikov|Johan Lukkien|Peter van der Stok,A Framework for Video Streaming to Resource-Constrained Terminals.
574,conf/wilf/SwamidassB05,journals/bioinformatics/SwamidassADB10,358,10,3717,,2010.0,,,,1846755,2,Messung,,International Journal of Cognitive Informatics and Natural Intelligence (IJCINI),Bioinformatics,article,Sanjay Joshua Swamidass|Chloé-Agathe Azencott|Kenny Daily|Pierre Baldi,"A CROC stronger than ROC: measuring, visualizing and optimizing early retrieval.",3717,,2005.0,,,,774544,2,Fúnctiớnál Imáging ánd Mớdéling ớf thé Héárt,WILF,,,inproceedings,Sanjay Joshua Swamidass|Pierre Baldi,Statistical Distribution of Chemical Fingerprints.
575,conf/mfcs/BeygelzimerO04,conf/icalp/ArvindHHKLMOSST92,472,10,4825,,1992.0,,,,313752,4,Australasian Database Conference,MFCS,,,phdthesis,Vikraman Arvind|Yenjo Han|Lane A. Hemachandra|Johannes Köbler|Antoni Lozano|Martin Mundhenk|Mitsunori Ogiwara|Uwe Schöning|Riccardo Silvestri|Thomas Thierauf,Reductions to Sets of Low Information Content.,4825,,2004.0,,,,578422,3,Australasian Database Conference,MFCS,,,phdthesis,Alina Beygelzimer|Mitsunori Ogihara,The Enumerability of P Collapses P to NC.
576,conf/criwg/SteinmacherCG10,journals/jiis/GoralwallaLOSC01,519,10,5250,,2001.0,,,,2112539,1,Messung,,,J. Intell. Inf. Syst.,article,Iqbal A. Goralwalla|Yuri Leontiev|M. Tamer Özsu|Duane Szafron|Carlo Combi,Temporal Granularity: Completing the Puzzle.,5250,,2010.0,,,,140358,4,,CRIWG,,,inproceedings,Igor Steinmacher|Ana Paula Chaves|Marco Aurélio Gerosa,Awareness Support in Global Software Development: A Systematic Review Based on the 3C Collaboration Model.
577,conf/alpit/LiangLJ07,conf/ispa/JohnenN08,550,10,5513,,2008.0,,,,522885,2,,ISPA,,,inprớcéédings,Colette Johnen|Le Huy Nguyen,Self-Stabilizing Construction of Bounded Size Clusters.,7345,,2007.0,,,,892616,4,,ÁLPIT,,,inprớcéédings,Zhang Liang|Zhou Lang|Chen Jia-Jun,Structure Analysis and Computation-Based Chinese Question Classification.
578,journals/intr/ExarchakosAS07,conf/gi/WeiseCGJKLSS09,558,10,5649,,2009.0,,,,271646,4,,nán,,,inproceedings,Stephan Weise|Christian Colmsee|Eva Grafahrend-Belau|Björn H. Junker|Christian Klukas|Matthias Lange|Uwe Scholz|Falk Schreiber,Datenaustausch und Datenintegration zur Modellierung und Analyse metabolischer Netzwerke am Beispiel von Kulturpflanzen.,5649,,2007.0,,,,2400462,2,,nán,,Internet Research,article,Georgios Exarchakos|Nick Antonopoulos|James Salter,G-ROME: semantic-driven capacity sharing among P2P networks.
579,journals/dtj/BowhillBBBBCDEFGJKLLMMPSSST95,conf/icdar/JainNS01,889,10,8591,,2001.0,,,,345408,4,Processing Declarative Knowledge,ICDAR,,,inproceedings,Anil K. Jain|Anoop M. Namboodiri|Jayashree Subrahmonia,Structure in On-line Documents.,258,,1995.0,,,,1963073,1,Genetic and Evolutionary Computation Conference,"Sécúrity, Stégánớgráphy, ánd Wátérmárking ớf Múltimédiá Cớnténts",,Digital Technical Journal,árticlé,William J. Bowhill|Shane L. Bell|Bradley J. Benschneider|Andrew J. Black|Sharon M. Britton|Ruben W. Castelino|Dale R. Donchin|John H. Edmondson|Harry R. Fair III|Paul E. Gronowski|Anil K. Jain 0003|Patricia L. Kroesen|Marc E. Lamere|Bruce J. Loughlin|Shekhar Mehta|Robert O. Mueller|Ronald P. Preston|Sribalan Santhanam|Timothy A. Shedd|Michael J. Smith|Stephen C. Thierauf,Circuit Implementation of a 300-MHz 64-bit Second-generation CMOS Alpha CPU
580,conf/sigir/BlokMRWHV06,journals/corr/abs-0911-3416,953,10,9129,,2009.0,,,,1922270,4,Messung,,International Journal of Wireless Information Networks,CoRR,article,Loet Leydesdorff|Stephen J. Bensman,Classification and Powerlaws: The Logarithmic Transformation,9129,,2006.0,,,,697054,3,Messung,,,,inproceedings,Henk Ernst Blok|Vojkan Mihajlovic|Georgina Ramírez|Thijs Westerveld|Djoerd Hiemstra|Arjen P. de Vries,The TIJAH XML information retrieval system.
581,conf/momm/RathKI06,conf/infocom/Krithivasan06,1022,10,9867,,2006.0,,,,474659,2,Languages,INFOCOM,,,inproceedings,Saraswathi Krithivasan,Enhancing QoS for Delay-Tolerant Multimedia Applications: Resource Utilization and Scheduling from a Service Provider's Perspective.,9867,,2006.0,,,,838665,1,,MoMM,,,inproceedings,Annanda Th. Rath|Saraswathi Krithivasan|Sridhar Iyer,HSM: A Hybrid Streaming Mechanism for Delay-tolerant Multimedia Applications.
582,journals/ipl/AdamusOSWZ09,conf/swat/BoseCC08,155,10,1478,,2008.0,,,,732212,4,IÉÉÉ Intérnátiớnál Cớnféréncé ớn Dátá Mining,SWÁT,,,inproceedings,Prosenjit Bose|Paz Carmi|Mathieu Couture,Spanners of Additively Weighted Point Sets.,1478,,2009.0,,,,2058894,3,IÉÉÉ Intérnátiớnál Cớnféréncé ớn Dátá Mining,SWÁT,,Inf. Process. Lett.,article,Lech Adamus|Beata Orchel|Artur Szymanski|A. Pawel Wojda|Malgorzata Zwonek,A note on t-complementing permutations for graphs.
583,conf/aspdac/LinCW04,conf/ah/WangCCCGSA08,243,10,2416,,2008.0,,,,36184,3,Artificial Intelligence and Interactive Digital Entertainment Conference,ÁSP-DÁC,,,inproceedings,Yiwen Wang|Federica Cena|Francesca Carmagnola|Omar Cortassa|Cristina Gena|Natalia Stash|Lora Aroyo,RSS-Based Interoperability for User Adaptive Systems.,2416,,2004.0,,,,61252,2,Artificial Intelligence and Interactive Digital Entertainment Conference,ÁSP-DÁC,,,inproceedings,Chang-Tzu Lin|De-Sheng Chen|Yiwen Wang 0003,Robust fixed-outline floorplanning through evolutionary search.
584,journals/eaai/RiffBN09,conf/para/BonnaireR02,814,10,7874,,2002.0,,,,619492,2,Wớrkshớp ớn Gráph-Théớrétic Cớncépts in Cớmpútér Sciéncé,PARA,,,phdthesis,Xavier Bonnaire|María Cristina Riff Rojas,A Self-Adaptable Distributed Evolutionary Algorithm to Tackle Space Planning Problems.,7874,,2009.0,,,,2407353,2,Messung,,,Eng. Appl. of AI,inprớcéédings,María-Cristina Riff|Xavier Bonnaire|Bertrand Neveu,A revision of recent approaches for two-dimensional strip-packing problems.
585,journals/mr/YuanSDZ08,journals/mr/DrielSYUZAZ06,844,10,8231,,2006.0,,,,2317071,1,Messung,,Journal of Digital Content Technology and its Applications,Microelectronics Reliability,article,W. D. van Driel|Olaf van der Sluis|D. G. Yang|R. L. J. M. Ubachs|C. Zenz|G. Aflenzer|G. Q. Zhang,Reliability modelling for packages in flexible end-products.,8231,,2008.0,,,,2317768,1,Messung,,Journal of Digital Content Technology and its Applications,Microelectronics Reliability,article,Cadmus A. Yuan|Olaf van der Sluis|Willem D. van Driel|G. Q. (Kouchi) Zhang,The need for multi-scale approaches in Cu/low-k reliability issues.
